ITEM_CD,ITEM_NM,COURSE_NM,TROBL_TY_NM,BEGIN_TM,END_TM,POSBL_WKDAY_FLAG_CD,COURSE_DETAIL_CN,SUPLI_SLE_AT,SETLE_PRICE
"01","검도","검도","지체","170000","213000","1111100","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 000-000-0000)
□ 강좌 내용: (예시) 한 타임에 5명이 ㅇㅇ도구를 활용해 진행하는 수업입니다.","N","150000.00000"
"01","검도","경남중앙검도장","청각/언어","170000","213000","1111100",,"N","150000.00000"
"01","검도","인성 및 검도 기본기, 대련훈련","지체, 청각/언어, 뇌병변, 기타","033000","042000","1111100","수바우처 결제시 60,000원은 별도로 계산하시면 됩니다(수업 일수에 따라 금액 차이가 있습니다)","N","110000.00000"
"01","검도","달빛검도","기타","150000","203000","1111100",,"N","110000.00000"
"01","검도","경남중앙검도장","청각/언어, 기타","170000","213000","1111100","체조,기본기,기술연습,상호 시합연습","N","150000.00000"
"01","검도","검도교실","지체, 지적/자폐, 기타","024000","220000","1111111",,"N","110000.00000"
"01","검도","검도교실","지체, 청각/언어, 지적/자폐","163000","173000","1111100",,"N","140000.00000"
"01","검도","검도교실","지체, 청각/언어, 지적/자폐","150000","160000","1111100",,"N","140000.00000"
"01","검도","검도교실","지체, 청각/언어, 지적/자폐","180000","190000","1111100",,"N","140000.00000"
"01","검도","검도","지적/자폐","130000","200000","1111100","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 041-634-0888)
□ 강좌 내용: (예시) 한 타임에 15명이 죽도 목검 안전검 도구를 활용해 진행하는 수업입니다.","N","110000.00000"
"01","검도","검도 학생부","기타","150000","155000","0101000",,"N","140000.00000"
"01","검도","검도","지체, 청각/언어, 지적/자폐, 기타","140000","213000","1111100",,"N","150000.00000"
"01","검도","검도","청각/언어","153000","213000","1111000",,"N","110000.00000"
"01","검도","검도","지적/자폐","170000","183000","1010100","*상담전화 (☎ 문의: 010-6212-0742) 
시간 후열 연기 가능","N","110000.00000"
"01","검도","검도 3부","지체, 청각/언어, 지적/자폐, 뇌병변, 기타","200000","210000","1111100","마지막주 금요일은 휴무입니다.
수련비용의 추가 금액은 별도로 결재 부탁드립니다.","N","180000.00000"
"01","검도","검도 교실","지체, 청각/언어, 지적/자폐, 기타","200000","210000","1010100","* 강좌 결제 전 사전 상담 필수입니다.(☎ 문의: 02-861-0087)

&quot; 꼭~ 한번 배우고 싶었던 검도! 망설이지 말고 지금 시작하세요.&quot;  

 남,녀,노,소 누구나 가능","N","110000.00000"
"01","검도","해동검도( 검법,베기,격검)","지체, 청각/언어, 지적/자폐, 뇌병변, 기타","020000","090000","1111100",,"N","140000.00000"
"01","검도","해동검도( 검법,베기,격검)","지체, 청각/언어, 지적/자폐, 기타","142000","220000","1111000",,"N","130000.00000"
"01","검도","아라해동검도•검무예","지체, 청각/언어, 지적/자폐, 뇌병변, 기타","023000","092000","1111100",,"N","110000.00000"
"01","검도","검도 학생부","기타","170000","175000","0101000",,"N","140000.00000"
"01","검도","검도","지체, 청각/언어, 지적/자폐, 기타","160000","220000","1111101","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 000-000-0000)
□ 강좌 내용: (예시) 한 타임에 5명이 ㅇㅇ도구를 활용해 진행하는 수업입니다.
도복, 죽도,호구[장비] 구입가능","N","120000.00000"
"01","검도","인성 및 검도 기본기, 대련훈련","지체, 청각/언어, 뇌병변","073000","083000","1111100","바우처 결제시 60,000월 별도결제입니다. (수업 일수에 따라 금액 차이가 있습니다)","N","110000.00000"
"01","검도","검도기본,연격대련","지체, 청각/언어, 지적/자폐","180000","210000","1111100",,"N","110000.00000"
"01","검도","해동검도","뇌병변","183000","193000","1111100","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 010-4848-1531)
□ 강좌 내용:  한 타임에 5명이 도구를 활용해 진행하는 수업입니다.","N","110000.00000"
"01","검도","기본기 , 대련, 검도의 본, 본국검법, 조선세법","청각/언어, 기타","023000","093000","1111100",,"N","110000.00000"
"01","검도","검도기본기,검도의본,본국검법,호구착용","청각/언어, 기타","120000","220000","1111100","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 000-000-0000)
□ 강좌 내용: (예시) 한 타임에 5명이 ㅇㅇ도구를 활용해 진행하는 수업입니다.","N","110000.00000"
"01","검도","검도","지체, 청각/언어","150000","200000","1111100",,"N","110000.00000"
"01","검도","검도","지체, 기타","133000","143000","0010000",,"N","110000.00000"
"01","검도","인성 및 검도 기본기, 대련훈련","지체, 청각/언어, 뇌병변","060000","065000","1111100","바우처결제시 60,000월 별도 결제입니다.(수업 일수에 따라 금액이 차이가 있습니다)","N","110000.00000"
"01","검도","검도","청각/언어","190000","195000","1111100",,"N","110000.00000"
"01","검도","검도기본,대련,검도의본,본국검법","뇌병변","193000","203000","1111100",,"N","110000.00000"
"01","검도","검도","기타","060000","220000","1111100","이용 관련 상세사항은 국민생활관으로 문의 해 주시기 바랍니다. 

문의전화 : 063-839-2828~9","N","18200.00000"
"01","검도","검도수련","기타","100000","150000","1111100",,"N","110000.00000"
"01","검도","공주검도관 주 3회 이상","지체, 청각/언어, 지적/자폐, 기타","150000","210000","1111100",,"N","140000.00000"
"01","검도","검도수련(주3회)(1:1 수업)","지체, 시각, 지적/자폐","190000","200000","1001000","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 0507-1449-9969)
□ 강좌 내용: 상담 후 1:1 수업이 필요한 경우 신청.
                     검도장 장비를 통한 검도 수련 / 특별관리
□ 강좌 금액: 주 3회 기준 270,000원 입니다.","N","270000.00000"
"01","검도","검도 주3회 이상","지체, 청각/언어, 지적/자폐, 기타","160000","210000","1111100","안녕하세요 공주검도관입니다.

항상 성심과 성의 그리고 최선을 다해 지도합니다.
대한민국에서 가장 재미있는 검도관 공주검도관!

문의: 010-4521-7381 강찬영 관장","N","160000.00000"
"01","검도","검도","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","153000","213000","1111100","즐겁고 바르고 사이좋게
검우들 상호친목과 건강유지
장비사용은 공동장비나 개인장비 구입 가능합니다~
-평생검도-","N","110000.00000"
"01","검도","검도&amp;줄넘기","지적/자폐, 기타","020000","024000","0000100",,"N","110000.00000"
"01","검도","해동검도 주2회","기타","132000","210000","1111100",,"N","110000.00000"
"01","검도","검도 성인부","기타","204000","220000","1111000",,"N","170000.00000"
"01","검도","검도기본,대련,검도의본,본국검법","지체","193000","203000","1111100",,"N","110000.00000"
"01","검도","검도","지체","180000","185000","1111100",,"N","110000.00000"
"01","검도","검도","기타","160000","220000","1111100","줄넘기와 검도를 통한 기초체력 증진수업 입니다.","N","110000.00000"
"01","검도","검도수련(주2회)","지체, 시각, 지적/자폐","140000","150000","1111100","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 0507-1449-9969)
□ 강좌 내용: 한 타임에 최대 6명 뇌과학기법을 이용한 검도 수련입니다.
□ 강좌 금액: 주 2회 기준 160,000원 입니다.","N","160000.00000"
"01","검도","청소년검도교실","지체, 시각, 청각/언어, 지적/자폐","153000","203000","1111100",,"N","110000.00000"
"01","검도","검도","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","090000","215000","1111100","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 010-3699-8533
□ 강좌 내용:  한 타임에 5명이 죽도 및 목검을 활용해 진행하는 수업입니다.","N","110000.00000"
"01","검도","검도교실","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","110000","115000","1000000","13세 이상 체육재활원 등록장애인

상담 후 등록 가능","N","110000.00000"
"01","검도","검도","지체, 청각/언어, 지적/자폐, 뇌병변, 기타","090000","210000","1111100",,"N","110000.00000"
"01","검도","검도수련(주3회)","지체, 시각, 지적/자폐","213000","223000","1111100","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 0507-1449-9969)
□ 강좌 내용: 한 타임에 최대 6명 뇌과학기법을 이용한 검도 수련입니다.
□ 강좌 금액: 주 3회 기준 180,000원 입니다.","N","180000.00000"
"01","검도","검도","지체, 청각/언어, 지적/자폐, 뇌병변, 기타","090000","210000","1111100",,"N","110000.00000"
"01","검도","검도","지체, 시각, 청각/언어, 지적/자폐","140000","220000","1111100",,"N","170000.00000"
"01","검도","검도","지체, 기타","150000","220000","1111100",,"N","85000.00000"
"01","검도","검도","지체, 기타","133000","143000","0010000",,"N","110000.00000"
"01","검도","검도","지체, 기타","150000","212000","1111100",,"N","110000.00000"
"01","검도","검도 - 택견 - 태극봉","지체","110000","123000","0101100",,"N","140000.00000"
"01","검도","검도수련(주3회)","지체, 시각, 지적/자폐","200000","210000","1111100","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 0507-1449-9969)
□ 강좌 내용: 한 타임에 최대 6명 뇌과학기법을 이용한 검도 수련입니다.
□ 강좌 금액: 주 3회 기준 180,000원 입니다.","N","180000.00000"
"01","검도","검도","지체, 기타","150000","213000","1111100",,"N","110000.00000"
"01","검도","검도수련(주2회)","지체, 시각, 지적/자폐","160000","170000","1111100","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 0507-1449-9969)
□ 강좌 내용: 한 타임에 최대 6명 뇌과학기법을 이용한 검도 수련입니다.
□ 강좌 금액: 주 2회 기준 160,000원 입니다.","N","110000.00000"
"01","검도","감일검도관","시각","190000","200000","1010100","주3일반 스포츠강좌이용95000, 본인부담65000","N","95000.00000"
"01","검도","삼봉해동검도","시각, 청각/언어, 지적/자폐, 뇌병변, 기타","120000","223000","1111100",,"N","110000.00000"
"01","검도","검도","시각, 청각/언어, 지적/자폐","150000","200000","1111100",,"N","110000.00000"
"01","검도","검도의 특성 및 수련과정","청각/언어, 기타","173000","220000","1111100","저희 대원검도관은 연령/능력/시간 등의 차이에 따라 더 빨리 수련과정을 진행할 수도 있고, 좀 더 세밀하게 지도과정을 밟아야 하는 경우도 있기 때문에 아래의 수련과정은 검도수련의 참고로 하여 주시기 바랍니다. 1.입관 초급단계 수련과정 2.초급과정 수련내용(9급-4급) 3.중급과정 수련내용(4급-1급) 4.고급과정 수련내용(1급-유단자, (초단-2단)) 5.시합등에 대비한 특별훈련 등으로 나누어 수업을 하고 있습니다. * 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 010-3545-9557)","N","110000.00000"
"01","검도","꿈꾸는작은화랑(검도교실)","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","150000","160000","0100000",,"N","20000.00000"
"01","검도","해동검도","지체, 청각/언어","150000","220000","1111100","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 055-756-1116)
목검. 가검. 안전검 등을 사용하여 안전하게 진행함. 관비는 지원금 110,000원 + 본인 부담금 20,000원 = 총 130,000원","N","110000.00000"
"01","검도","삼봉해동검도","지체, 지적/자폐, 기타","140000","223000","1111111",,"N","110000.00000"
"01","검도","검도","지체, 기타","133000","143000","0010000",,"N","110000.00000"
"01","검도","검도","지체, 청각/언어, 지적/자폐, 기타","160000","165000","0101100",,"N","110000.00000"
"01","검도","검도","지체, 청각/언어, 지적/자폐, 기타","153000","203000","1111100","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 032-934-1103)
□ 자부담금 40,000원 있습니다.","N","110000.00000"
"01","검도","검도","지체, 청각/언어, 지적/자폐","103000","113000","0001000","* 별도 개설된 특별 수업반 입니다
강화검도관 회원의 수강은 다른 강좌를 선택결제해 주세요","N","110000.00000"
"01","검도","검도","지체, 기타","150000","160000","1010100",,"N","150000.00000"
"01","검도","검도(특수체육)기본기 수련","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","140000","220000","1111100",,"N","110000.00000"
"01","검도","검도수련(주2회)","지체, 시각, 지적/자폐","213000","223000","1111100","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 0507-1449-9969)
□ 강좌 내용: 한 타임에 최대 6명 뇌과학기법을 이용한 검도 수련입니다.
□ 강좌 금액: 주 2회 기준 160,000원 입니다.","N","160000.00000"
"01","검도","검도","지체, 청각/언어, 지적/자폐, 기타","150000","192000","1010100",,"N","130000.00000"
"01","검도","검도","시각, 청각/언어, 기타","153000","220000","1111100",,"N","160000.00000"
"01","검도","해동검도, 점핑줄넘기","시각, 청각/언어, 기타","150000","220000","1111100","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 010-6234-5776)
□ 강좌 내용: 스폰지 안전검을 활용해 진행하는 전신운동 수업입니다.","N","110000.00000"
"01","검도","대한해동검도","지체, 청각/언어, 지적/자폐, 기타","140000","210000","1111100",,"N","110000.00000"
"01","검도","대한해동검도","지체, 청각/언어, 지적/자폐, 기타","142000","210000","1111100","상담전화  062 521 3020","N","110000.00000"
"01","검도","검도수련(주2회)(1:1 수업)","지체, 시각, 지적/자폐","190000","200000","1111100","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 0507-1449-9969)
□ 강좌 내용: 상담 후 1:1 수업이 필요한 경우 신청.
                     검도장 장비를 통한 검도 수련 / 특별관리
□ 강좌 금액: 주 2회 기준 250,000원 입니다.","N","250000.00000"
"01","검도","검도교실","지체, 시각, 청각/언어, 지적/자폐","153000","203000","1111100",,"N","110000.00000"
"01","검도","검도수련(주2회)","지체, 시각, 지적/자폐","103000","113000","1111100","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 0507-1449-9969)
□ 강좌 내용: 한 타임에 최대 6명 뇌과학기법을 이용한 검도 수련입니다.
□ 강좌 금액: 주 2회 기준 160,000원 입니다.","N","160000.00000"
"01","검도","검도수련(주2회)","지체, 시각, 지적/자폐","180000","190000","1111100","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 0507-1449-9969)
□ 강좌 내용: 한 타임에 최대 6명 뇌과학기법을 이용한 검도 수련입니다.
□ 강좌 금액: 주 2회 기준 160,000원 입니다.","N","160000.00000"
"01","검도","검도수련(주3회)","지체, 시각, 지적/자폐","160000","170000","1111100","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 0507-1449-9969)
□ 강좌 내용: 한 타임에 최대 6명 뇌과학기법을 이용한 검도 수련입니다.
□ 강좌 금액: 주 3회 기준 180,000원 입니다.","N","180000.00000"
"01","검도","해동검도","지체, 청각/언어, 기타","150000","220000","1111100","목검. 가검. 안전검 등을 사용하여 안전하게 진행함.
관비는 지원금 110,000원 + 본인 부담금 20,000원 = 총 130,000원","N","110000.00000"
"01","검도","검도","청각/언어, 지적/자폐, 뇌병변, 기타","153000","213000","1111100","동인검도관은 안동시장애인검도회입니다.","N","95000.00000"
"01","검도","검도","청각/언어, 지적/자폐, 뇌병변","153000","213000","1111100","동인검도관은 안동시장애인검도회입니다.","N","95000.00000"
"01","검도","검도","시각, 청각/언어, 지적/자폐, 뇌병변, 기타","140000","220000","1111100","동인검도관은 안동시장애인검도회입니다.","N","110000.00000"
"01","검도","검도","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","160000","220000","1111100",,"N","110000.00000"
"01","검도","해동검도","지체, 청각/언어, 기타","150000","220000","1111100","목검. 가검. 안전검 등을 사용하여 안전하게 진행함. 관비는 지원금 110,000원 + 본인 부담금 20,000원 = 총 130,000원","N","110000.00000"
"01","검도","검도수련(주3회)","지체, 시각, 지적/자폐","140000","150000","1111100","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 0507-1449-9969)
□ 강좌 내용: 한 타임에 최대 6명 뇌과학기법을 이용한 검도 수련입니다.
□ 강좌 금액: 주 3회 기준 180,000원 입니다.","N","180000.00000"
"01","검도","검도 기본기 수련","청각/언어, 기타","041000","213000","1111100",,"N","110000.00000"
"01","검도","대동검도관","지체, 지적/자폐, 뇌병변, 기타","150000","220000","1111100","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 010-8564-2309)","N","110000.00000"
"01","검도","검도수련(주2회)","지체, 시각, 지적/자폐","200000","210000","1111100",,"N","160000.00000"
"01","검도","감일검도관","청각/언어, 기타","143000","213000","1010100","* 주3일 수련 기준 170,000원이며
스포츠바우처 110,000원 이용, 60,000원은 본인부담","N","110000.00000"
"01","검도","호매실검도관","지체, 지적/자폐, 기타","140000","230000","1010100",,"N","120000.00000"
"01","검도","검도기본,연격대련","지체, 청각/언어","200000","210000","1111100",,"N","110000.00000"
"01","검도","검도","기타","150000","220000","0110100","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 010-4787-3644)
□ 강좌 내용: 추가 금액 발생합니다","N","110000.00000"
"01","검도","검도수련(주3회)","지체, 시각, 지적/자폐","103000","113000","1111100","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 0507-1449-9969)
□ 강좌 내용: 한 타임에 최대 6명 뇌과학기법을 이용한 검도 수련입니다.
□ 강좌 금액: 주 3회 기준 180,000원 입니다.","N","180000.00000"
"01","검도","대천검도관","청각/언어, 지적/자폐","150000","203000","1111100",,"N","110000.00000"
"01","검도","검도","지체, 청각/언어, 지적/자폐","160000","190000","1111000",,"N","110000.00000"
"01","검도","검도입문및기초","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","200000","213000","1010000","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 000-000-0000)
□ 강좌 내용: (예시) 한 타임에 5명이 ㅇㅇ도구를 활용해 진행하는 수업입니다.","N","110000.00000"
"01","검도","감일검도관","청각/언어, 기타","150000","213000","1010100","주 3일반 장애인스포츠강좌이용권 11만원, 본인부담 5만원","N","110000.00000"
"01","검도","검도","시각, 청각/언어, 지적/자폐, 뇌병변, 기타","153000","213000","1111100","동인검도관은 안동시장애인검도회입니다.","N","110000.00000"
"01","검도","해동검도","지체, 청각/언어, 뇌병변, 기타","150000","220000","1111100","목검. 가검. 안전검 등을 사용하여 안전하게 진행함. 관비는 지원금 110,000원 + 본인 부담금 20,000원 = 총 130,000원","N","110000.00000"
"01","검도","검도기본,연격대련","지체, 청각/언어, 지적/자폐, 뇌병변, 기타","160000","210000","1111100",,"N","110000.00000"
"01","검도","검도 교실","지체, 청각/언어, 지적/자폐, 기타","170000","180000","1010100","* 강좌 결제 전 사전 상담 필수입니다.(☎ 문의: 02-861-0087)

&quot; 꼭~ 한번 배우고 싶었던 검도! 망설이지 말고 지금 시작하세요.&quot;  

 남,녀,노,소 누구나 가능","N","110000.00000"
"01","검도","검도의본과검도실기","지체, 청각/언어, 지적/자폐, 기타","040000","093000","1111100",,"N","150000.00000"
"01","검도","초 중 고 검도","지체, 청각/언어, 지적/자폐","150000","200000","1010100",,"N","160000.00000"
"01","검도","검도","기타","163000","220000","1111100",,"N","110000.00000"
"01","검도","해동검도, 경찰합기도","지체, 시각, 청각/언어, 지적/자폐, 기타","183000","223000","1111100","가벼운 스트레칭과 유산소운동, 근력운동을 기본으로 하여 수업하고 있습니다.","N","110000.00000"
"01","검도","검도","지체, 청각/언어, 지적/자폐","152000","220000","1111100","개인부담금 주5회 5만원, 주3회 4만원 별도로 있는 강좌임을 참고 바랍니다. 수련시간은 1부:3시20분~ /2부:5시~ /3부:6시40분~ /4부:8시10분~ /5부:9시10분~ 입니다. 이중 편한 시간대로 선택 가능합니다. 신규 가입은 검도관으로 먼저 문의 바랍니다.","N","110000.00000"
"01","검도","해동검도","기타","060000","200000","1111100","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 000-000-0000)
□ 강좌 내용: (예시) 한 타임에 5명이 ㅇㅇ도구를 활용해 진행하는 수업입니다.","N","110000.00000"
"01","검도","해동검도","지체, 청각/언어, 지적/자폐, 기타","150000","223000","1111100","화명동에 위치한 해동검도 전문도장 입니다.
영산대학교 동양무예학과 교수가 지도하는 체육전문 도장입니다.","N","110000.00000"
"01","검도","해동검도","지체, 시각, 청각/언어, 지적/자폐","150000","223000","1111100","* 강좌 결제 전 사전상담 필수입니다.(☎ 문의: 010-3587-2019)
□ 강좌 내용: 목검이나 안전검(스펀지검) 활용해 진행하는 수업입니다.","N","110000.00000"
"01","검도","검도","지체, 청각/언어, 지적/자폐","152000","220000","1111100","개인부담금 주5회 4만원, 주3회 3만원 별도로 있는 강좌임을 참고 바랍니다.
수련시간은 1부:3시20분~ /  2부:5시~ /  3부:6시40분~ /  4부:8시10분~  /  5부:9시10분~ 입니다.
이중 편한 시간대로 선택 가능합니다.
신규수련생은 검도관으로 먼저 문의 바랍니다.","N","110000.00000"
"01","검도","해동검도","지체, 청각/언어, 지적/자폐, 뇌병변, 기타","140000","220000","1010100",,"N","85000.00000"
"01","검도","검도","지체, 청각/언어, 기타","153000","162000","1111100",,"N","110000.00000"
"01","검도","검도","청각/언어","173000","182000","1010100",,"N","110000.00000"
"01","검도","검도수업","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","110000","120000","0000010","수업시간 상의후 수강","N","85000.00000"
"01","검도","검도","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","103000","223000","1111100","* 강좌 결제 전 사전상담 필수입니다.(☎ 대한검도회 공인도장 지행검도관 문의:031-866-2777, 010-8713-2142 관장 연락처)
□ 강좌 내용: 오전부 10시30분-11시30분 (성인,주부,학생부,직장인)
                     1부: 2시 30분-3시30분 (학생부) , 2부: 4시30분-5시30분(학생부), 3부: 6시 30분-7시30분, 4부: 8시30분-9시30분
                     5부: 선수부","N","110000.00000"
"01","검도","검법검도","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","153000","203000","1111100","본 검도장은 주 3일 수련을 합니다. 궁금한 사항은 문자나 전화 주십시오. 
051-208-3155  휴대폰 010-3580-3055","N","160000.00000"
"01","검도","해동검도","지체, 청각/언어, 지적/자폐, 기타","141000","181000","1111111",,"N","110000.00000"
"01","검도","검도","기타","103000","213000","1111100",,"N","110000.00000"
"01","검도","8시부","지체, 시각, 청각/언어, 지적/자폐, 뇌병변","200000","210000","1111000","성실지도 하겠습니다.","N","110000.00000"
"01","검도","해동검도","기타","160000","210000","1111100",,"N","110000.00000"
"01","검도","검도 7시부","지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","190000","200000","1111000",,"N","110000.00000"
"01","검도","해동검도","지체, 청각/언어","150000","210000","1111100","해동검도, 음악줄넘기 및 학교체육 수업을 진행합니다.","N","110000.00000"
